intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
minivan_fuelswitch_360,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2020,km per L,9.09,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_361,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2020,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_362,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2020,km per L,6.78,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_363,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2020,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_364,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2020,km per L,8.7,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_365,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2020,km per L,8.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_366,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2021,km per L,9.04,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_367,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2021,km per L,6.76,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_368,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2021,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_369,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2021,km per L,8.7,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_370,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2021,km per L,15.15,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_371,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2022,km per L,9.04,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_372,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2022,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_373,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2022,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_374,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2022,km per L,15.04,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_375,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2023,km per L,9.04,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_376,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2023,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_377,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2023,km per L,9.43,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_378,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2023,km per L,15.04,USD,51750,10,USD,1500,0.15
motorcycle_fuelswitch_1,transport_intervention,Fuel Switch,Motorcycles,Motorcycles,Motor Gasoline,Others,0,km per L,18.71,USD,15000,12,USD,1500,0.15
nonroad_fuelswitch_1,transport_intervention,Fuel Switch,Non-Road,Non-Road,Diesel,Others,0,km per L,9.35,USD,37500,15,USD,3750,0.15
nonroad_fuelswitch_2,transport_intervention,Fuel Switch,Non-Road,Non-Road,Motor Gasoline,Others,0,km per L,9.35,USD,37500,15,USD,3750,0.15
passenger_fuelswitch_1,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Diesel,Others,0,km per L,11.63,USD,45000,10,USD,1500,0.15
passenger_fuelswitch_2,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Others,0,km per kWh,1.207,USD,61190,10,USD,1331,0.0605
passenger_fuelswitch_3,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Others,0,km per L,13.374,USD,56085,10,USD,1332,0.066
passenger_fuelswitch_4,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hydrogen,Others,0,km per kg,114.27,USD,49500,10,USD,2000,0.15
passenger_fuelswitch_5,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Motor Gasoline,Others,0,km per L,10.29,USD,30000,10,USD,1500,0.15
passenger_fuelswitch_6,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2012,km per L,40,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_7,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2013,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_8,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2013,km per L,37.04,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_9,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2013,km per L,40,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_10,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Cadillac,2014,km per L,34.48,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_11,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2014,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_12,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2014,km per L,37.04,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_13,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2014,km per L,21.74,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_14,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2014,km per L,40,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_15,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2015,km per L,39.22,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_16,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2015,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_17,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2015,km per L,37.04,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_18,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2015,km per L,25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_19,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2015,km per L,40,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_20,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Audi,2016,km per L,36.36,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_21,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2016,km per L,35.71,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_22,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Cadillac,2016,km per L,35.71,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_23,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2016,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_24,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2016,km per L,37.04,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_25,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2016,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_26,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mercedes-Benz,2016,km per L,24.39,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_27,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2016,km per L,21.74,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_28,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Audi,2017,km per L,35.71,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_29,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2017,km per L,33.06,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_30,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Cadillac,2017,km per L,26.32,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_31,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2017,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_32,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2017,km per L,40.82,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_33,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2017,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_34,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Karma,2017,km per L,21.74,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_35,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2017,km per L,43.48,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_36,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mercedes-Benz,2017,km per L,24.39,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_37,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2017,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_38,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Audi,2018,km per L,35.71,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_39,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2018,km per L,33.15,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_40,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Cadillac,2018,km per L,26.32,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_41,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2018,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_42,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2018,km per L,41.67,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_43,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Honda,2018,km per L,47.62,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_44,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2018,km per L,50,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_45,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Karma,2018,km per L,25.64,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_46,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2018,km per L,43.48,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_47,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2018,km per L,27.78,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_48,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2018,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_49,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2018,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_50,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2019,km per L,31.82,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_51,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Chevrolet,2019,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_52,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2019,km per L,43.48,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_53,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Honda,2019,km per L,47.62,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_54,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2019,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_55,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Karma,2019,km per L,25.64,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_56,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2019,km per L,44.44,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_57,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2019,km per L,27.78,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_58,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2019,km per L,21.05,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_59,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2019,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_60,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2019,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_61,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2020,km per L,30.7,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_62,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Ford,2020,km per L,43.48,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_63,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Honda,2020,km per L,47.62,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_64,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2020,km per L,50,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_65,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2020,km per L,44.44,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_66,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mercedes-Benz,2020,km per L,27.03,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_67,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2020,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_68,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2020,km per L,21.05,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_69,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2020,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_70,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2020,km per L,29.7,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_71,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Audi,2021,km per L,25.32,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_72,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2021,km per L,30.3,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_73,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Honda,2021,km per L,47.62,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_74,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2021,km per L,50,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_75,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Karma,2021,km per L,27.78,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_76,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2021,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_77,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2021,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_78,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Polestar,2021,km per L,25.64,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_79,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2021,km per L,21.28,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_80,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2021,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_81,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2021,km per L,29.7,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_82,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Audi,2022,km per L,29.41,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_83,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bentley,2022,km per L,19.61,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_84,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2022,km per L,26.09,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_85,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Hyundai,2022,km per L,50,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_86,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2022,km per L,45.45,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_87,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2022,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_88,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Porsche,2022,km per L,21.28,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_89,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2022,km per L,55.56,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_90,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2022,km per L,31.09,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_91,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bentley,2023,km per L,19.61,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_92,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Bmw,2023,km per L,28.85,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_93,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Kia,2023,km per L,47.62,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_94,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mercedes-Benz,2023,km per L,21.74,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_95,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Mini,2023,km per L,31.25,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_96,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Toyota,2023,km per L,51.28,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_97,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Hybrid,Volvo,2023,km per L,31.91,USD,56084.5,10,USD,1332,0.066
passenger_fuelswitch_98,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2012,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_99,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2012,km per kWh,4.74,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_100,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2013,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_101,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2013,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_102,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2013,km per kWh,4.74,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_103,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2013,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_104,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2013,km per kWh,4.38,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_105,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2014,km per kWh,5.62,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_106,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2014,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_107,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2014,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_108,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2014,km per kWh,5.43,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_109,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2014,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_110,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2014,km per kWh,4.34,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_111,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2015,km per kWh,5.95,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_112,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2015,km per kWh,5.62,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_113,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2015,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_114,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2015,km per kWh,5.03,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_115,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2015,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_116,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2015,km per kWh,5.43,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_117,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2015,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_118,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2015,km per kWh,4.5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_119,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2016,km per kWh,5.95,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_120,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2016,km per kWh,5.62,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_121,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2016,km per kWh,5,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_122,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2016,km per kWh,5.03,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_123,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2016,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_124,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2016,km per kWh,5.41,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_125,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Smart,2016,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_126,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2016,km per kWh,4.64,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_127,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2017,km per kWh,5.78,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_128,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2017,km per kWh,5.68,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_129,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2017,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_130,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2017,km per kWh,6.45,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_131,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2017,km per kWh,5.03,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_132,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Mitsubishi,2017,km per kWh,5.35,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_133,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2017,km per kWh,5.38,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_134,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2017,km per kWh,4.8,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_135,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Tesla,2017,km per kWh,4.65,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_136,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Volkswagen,2017,km per kWh,5.75,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_137,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Bmw,2018,km per kWh,5.45,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_138,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Chevrolet,2018,km per kWh,5.68,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_139,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Ford,2018,km per kWh,5.1,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_140,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Hyundai,2018,km per kWh,6.45,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_141,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Kia,2018,km per kWh,5.18,USD,61189.5,10,USD,1331,0.0605
passenger_fuelswitch_142,transport_intervention,Fuel Switch,Passenger Car,Passenger Car,Electricity,Nissan,2018,km per kWh,5.32,USD,61189.5,10,USD,1331,0.0605
