intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
light_duty_fuelswitch_153,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,1999,km per L,6.747,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_154,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2000,km per L,6.57,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_155,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2001,km per L,6.657,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_156,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2002,km per L,6.553,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_157,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2003,km per L,6.273,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_158,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2004,km per L,6.12,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_159,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2005,km per L,6.44,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_160,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2006,km per L,6.753,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_161,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2007,km per L,6.917,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_162,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2008,km per L,7.08,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_163,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2009,km per L,7.303,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_164,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2010,km per L,7.62,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_165,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2011,km per L,7.303,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_166,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2012,km per L,7.073,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_167,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2013,km per L,7.09,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_168,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2014,km per L,7.443,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_169,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2015,km per L,7.567,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_170,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2016,km per L,7.3,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_171,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2017,km per L,7.27,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_172,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2018,km per L,8.38,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_173,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2019,km per L,8.11,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_174,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2020,km per L,8.055,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_175,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2021,km per L,8.125,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_176,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2022,km per L,7.765,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_177,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chevrolet,2023,km per L,8.21,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_178,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,0,km per L,8.183,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_179,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,1995,km per L,7.19,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_180,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,1996,km per L,7.22,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_181,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,1997,km per L,7.08,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_182,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,1998,km per L,7.33,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_183,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,1999,km per L,7.3,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_184,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2000,km per L,7.38,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_185,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2001,km per L,7.97,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_186,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2002,km per L,8.08,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_187,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2003,km per L,8.045,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_188,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2004,km per L,8.05,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_189,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2005,km per L,8.07,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_190,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2006,km per L,8.125,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_191,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2007,km per L,7.92,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_192,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2008,km per L,7.82,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_193,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2009,km per L,8.4,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_194,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2010,km per L,8.7,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_195,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2011,km per L,8.47,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_196,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2012,km per L,8.47,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_197,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2013,km per L,8.33,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_198,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2014,km per L,8.33,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_199,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2015,km per L,8.33,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_200,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2016,km per L,8.33,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_201,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2017,km per L,9.3,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_202,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2018,km per L,9.3,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_203,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2019,km per L,9.3,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_204,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2020,km per L,9.09,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_205,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2021,km per L,9.04,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_206,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2022,km per L,9.04,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_207,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Chrysler,2023,km per L,9.04,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_208,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,0,km per L,7.11,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_209,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,1995,km per L,5.945,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_210,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,1996,km per L,6.03,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_211,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,1997,km per L,6.27,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_212,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,1998,km per L,6.137,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_213,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,1999,km per L,6.133,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_214,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2000,km per L,5.997,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_215,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2001,km per L,5.887,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_216,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2002,km per L,5.91,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_217,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2003,km per L,6.383,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_218,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2004,km per L,6.773,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_219,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2005,km per L,7.147,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_220,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2006,km per L,7.103,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_221,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2007,km per L,7.38,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_222,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2008,km per L,7.393,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_223,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2009,km per L,7.477,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_224,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2010,km per L,7.587,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_225,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2011,km per L,7.617,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_226,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2012,km per L,8.19,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_227,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2013,km per L,8.17,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_228,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2014,km per L,8.265,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_229,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2015,km per L,8.24,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_230,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2016,km per L,8.34,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_231,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2017,km per L,8.34,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_232,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2018,km per L,8.15,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_233,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2019,km per L,8.15,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_234,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2020,km per L,8.075,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_235,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2021,km per L,6.85,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_236,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2022,km per L,7.32,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_237,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Dodge,2023,km per L,7.32,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_238,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,0,km per L,10.98,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_239,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2016,km per L,11.03,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_240,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2017,km per L,10.95,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_241,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2018,km per L,10.91,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_242,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2019,km per L,10.99,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_243,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2020,km per L,10.99,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_244,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2021,km per L,10.99,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_245,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2022,km per L,10.99,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_246,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Fiat,2023,km per L,10.99,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_247,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,0,km per L,7.223,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_248,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,1995,km per L,6.117,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_249,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,1996,km per L,6.35,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_250,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,1997,km per L,6.527,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_251,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,1998,km per L,6.337,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_252,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,1999,km per L,6.31,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_253,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2000,km per L,6.437,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_254,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2001,km per L,6.623,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_255,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2002,km per L,6.623,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_256,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2003,km per L,6.59,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_257,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2004,km per L,6.55,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_258,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2005,km per L,7.14,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_259,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2006,km per L,7.123,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_260,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2007,km per L,7.47,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_261,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2008,km per L,7.565,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_262,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2009,km per L,7.765,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_263,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2010,km per L,7.815,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_264,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2011,km per L,7.153,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_265,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2012,km per L,7.19,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_266,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2013,km per L,7.313,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_267,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2014,km per L,7.147,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_268,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2015,km per L,7.927,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_269,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2016,km per L,7.777,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_270,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2017,km per L,7.79,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_271,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2018,km per L,7.88,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_272,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2019,km per L,7.923,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_273,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2020,km per L,8.443,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_274,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2021,km per L,8.027,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_275,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2022,km per L,8.49,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_276,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Ford,2023,km per L,8.34,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_277,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Genesis,0,km per L,9.103,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_278,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Genesis,2021,km per L,8.97,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_279,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Genesis,2022,km per L,9.17,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_280,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Genesis,2023,km per L,9.17,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_281,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Geo,0,km per L,9.16,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_282,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Geo,1996,km per L,9.13,USD,51750,10,USD,1500,0.15
light_duty_fuelswitch_283,transport_intervention,Fuel Switch,Light Duty,Light Duty,Motor Gasoline,Geo,1997,km per L,9.19,USD,51750,10,USD,1500,0.15
